/docker-entrypoint.sh: /docker-entrypoint.d/ is not empty, will attempt to perform configuration
/docker-entrypoint.sh: Looking for shell scripts in /docker-entrypoint.d/
/docker-entrypoint.sh: Launching /docker-entrypoint.d/10-listen-on-ipv6-by-default.sh
10-listen-on-ipv6-by-default.sh: info: Getting the checksum of /etc/nginx/conf.d/default.conf
10-listen-on-ipv6-by-default.sh: info: Enabled listen on IPv6 in /etc/nginx/conf.d/default.conf
/docker-entrypoint.sh: Sourcing /docker-entrypoint.d/15-local-resolvers.envsh
/docker-entrypoint.sh: Launching /docker-entrypoint.d/20-envsubst-on-templates.sh
/docker-entrypoint.sh: Launching /docker-entrypoint.d/30-tune-worker-processes.sh
/docker-entrypoint.sh: Configuration complete; ready for start up
172.19.0.1 - - [19/Mar/2025:20:37:52 +0000] "GET / HTTP/1.1" 302 5 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
172.19.0.1 - - [19/Mar/2025:20:37:58 +0000] "GET / HTTP/1.1" 200 14760 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0"
172.19.0.1 - - [19/Mar/2025:20:37:58 +0000] "GET /images/logo.png HTTP/1.1" 304 0 "https://www.ctf.htl-villach.at/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0"
172.19.0.1 - - [19/Mar/2025:20:37:58 +0000] "GET /images/Slogan.png HTTP/1.1" 304 0 "https://www.ctf.htl-villach.at/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0"
172.19.0.1 - - [19/Mar/2025:20:37:58 +0000] "GET /images/Logo_BHB_IT-Services.png HTTP/1.1" 304 0 "https://www.ctf.htl-villach.at/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0"
172.19.0.1 - - [19/Mar/2025:20:37:58 +0000] "GET /images/bpn_logo.png HTTP/1.1" 304 0 "https://www.ctf.htl-villach.at/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0"
172.19.0.1 - - [19/Mar/2025:20:37:58 +0000] "GET /images/spar_ics_logo.png HTTP/1.1" 304 0 "https://www.ctf.htl-villach.at/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0"
172.19.0.1 - - [19/Mar/2025:20:37:58 +0000] "GET /images/Logo_NTS_Combo1_2017_RGB_White.png HTTP/1.1" 304 0 "https://www.ctf.htl-villach.at/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0"
172.19.0.1 - - [19/Mar/2025:20:37:58 +0000] "GET /images/logo_5_min.png HTTP/1.1" 304 0 "https://www.ctf.htl-villach.at/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0"
172.19.0.1 - - [19/Mar/2025:20:37:58 +0000] "GET /images/3_banken_logo.svg HTTP/1.1" 304 0 "https://www.ctf.htl-villach.at/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0"
172.19.0.1 - - [19/Mar/2025:20:37:58 +0000] "GET /images/bpn_bg.jpg HTTP/1.1" 304 0 "https://www.ctf.htl-villach.at/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0"
172.19.0.1 - - [19/Mar/2025:20:37:58 +0000] "GET /images/bhb_bg.png HTTP/1.1" 304 0 "https://www.ctf.htl-villach.at/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0"
172.19.0.1 - - [19/Mar/2025:20:37:58 +0000] "GET /images/spar_ics_bg.jpg HTTP/1.1" 304 0 "https://www.ctf.htl-villach.at/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0"
172.19.0.1 - - [19/Mar/2025:20:37:58 +0000] "GET /images/nts_bg.png HTTP/1.1" 304 0 "https://www.ctf.htl-villach.at/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0"
172.19.0.1 - - [19/Mar/2025:20:37:58 +0000] "GET /images/5_min_bg.png HTTP/1.1" 304 0 "https://www.ctf.htl-villach.at/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0"
172.19.0.1 - - [19/Mar/2025:20:37:58 +0000] "GET /images/3_banken_bg.png HTTP/1.1" 304 0 "https://www.ctf.htl-villach.at/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0"
172.19.0.1 - - [19/Mar/2025:20:38:00 +0000] "GET /_app/immutable/nodes/9.9FxafONR.js HTTP/1.1" 499 0 "https://www.ctf.htl-villach.at/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0"
172.19.0.1 - - [19/Mar/2025:20:38:00 +0000] "GET /team/__data.json?x-sveltekit-invalidated=001 HTTP/1.1" 200 218 "https://www.ctf.htl-villach.at/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0"
172.19.0.1 - - [19/Mar/2025:20:38:00 +0000] "GET /api/user/details?id=HUBER%20Julian,%205AHITS HTTP/1.1" 200 220 "https://www.ctf.htl-villach.at/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0"
172.19.0.1 - - [19/Mar/2025:20:38:01 +0000] "GET /images/Warrior.png HTTP/1.1" 304 0 "https://www.ctf.htl-villach.at/_app/immutable/assets/index.bJpthXzg.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0"
172.19.0.1 - - [19/Mar/2025:20:38:01 +0000] "GET /team HTTP/1.1" 200 6684 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0"
172.19.0.1 - - [19/Mar/2025:20:38:01 +0000] "GET /api/user/details?id=HUBER%20Julian,%205AHITS HTTP/1.1" 200 220 "https://www.ctf.htl-villach.at/team" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0"
172.19.0.1 - - [19/Mar/2025:20:38:01 +0000] "GET /api/teams/members?user_id=HUBER%20Julian,%205AHITS HTTP/1.1" 200 168 "https://www.ctf.htl-villach.at/team" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0"
172.19.0.1 - - [19/Mar/2025:20:38:01 +0000] "GET /api/teams/members/allMembers HTTP/1.1" 200 5466 "https://www.ctf.htl-villach.at/team" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0"
172.19.0.1 - - [19/Mar/2025:20:38:11 +0000] "GET /_app/immutable/nodes/7.DXhYOTgO.js HTTP/1.1" 200 4301 "https://www.ctf.htl-villach.at/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0"
172.19.0.1 - - [19/Mar/2025:20:38:11 +0000] "GET /_app/immutable/assets/7.CdFAoia9.css HTTP/1.1" 200 56 "https://www.ctf.htl-villach.at/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0"
